# KMCs    CPU time    Old energy    New energy     barrier  Total rate   time step    Sim time    Selec Ev   Init Topo    Sad Topo    Fin Topo
# **** ***********    **********   *********** ***********  **********  ********** *********** *********** *********** *********** ***********
   411  0.8950E+05    -2342.5032    -2342.6041      0.4341  0.3735E+11  0.6646E-12  0.1961E-06      290861      386639      516834      738538
   412  0.8962E+05    -2342.6041    -2342.5032      0.5351  0.1560E+11  0.4043E-10  0.1961E-06       41609      738538      516834      386639
   413  0.8962E+05    -2342.5032    -2342.6041      0.4341  0.3735E+11  0.9627E-11  0.1961E-06      290861      386639      516834      738538
   414  0.8974E+05    -2342.6041    -2342.5032      0.5351  0.1560E+11  0.1655E-10  0.1961E-06       41609      738538      516834      386639
   415  0.8975E+05    -2342.5032    -2342.6041      0.4341  0.3735E+11  0.2315E-10  0.1961E-06      290861      386639      516834      738538
   416  0.8986E+05    -2342.6041    -2342.5032      0.5351  0.1560E+11  0.5238E-10  0.1962E-06       41609      738538      516834      386639
   417  0.8987E+05    -2342.5032    -2342.6041      0.4341  0.3735E+11  0.1277E-10  0.1962E-06      290861      386639      516834      738538
   418  0.8998E+05    -2342.6041    -2342.5032      0.5351  0.1560E+11  0.2151E-10  0.1962E-06       41609      738538      516834      386639
   419  0.8999E+05    -2342.5032    -2342.6041      0.4341  0.3735E+11  0.8881E-11  0.1962E-06      290861      386639      516834      738538
   420  0.9010E+05    -2342.6041    -2342.3858      0.5862  0.1560E+11  0.5297E-10  0.1963E-06       25256      209636       13379      901410
   421  0.9011E+05    -2342.3858    -2342.6041      0.3678  0.8887E+11  0.3249E-11  0.1963E-06      683034      901410       13379      209636
   422  0.9022E+05    -2342.6041    -2342.5032      0.5351  0.1560E+11  0.2208E-10  0.1963E-06       41609      738538     1010215      386639
   423  0.9023E+05    -2342.5032    -2342.6041      0.4341  0.3735E+11  0.7407E-14  0.1963E-06      290861      386639      516834      738538
   424  0.9035E+05    -2342.6041    -2342.3858      0.5862  0.1560E+11  0.8923E-10  0.1964E-06       25256      209636       13379      901410
   425  0.9037E+05    -2342.3858    -2342.6041      0.3678  0.8887E+11  0.1004E-10  0.1964E-06      683034      901410       13379      209636
   426  0.9048E+05    -2342.6041    -2342.5032      0.5351  0.1560E+11  0.9621E-10  0.1965E-06       41609      738538     1010215      386639
   427  0.9049E+05    -2342.5032    -2342.6041      0.4341  0.3735E+11  0.3007E-10  0.1965E-06      290861      386639      516834      738538
   428  0.9060E+05    -2342.6041    -2342.5032      0.5351  0.1560E+11  0.7058E-11  0.1966E-06       41609      738538      516834      386639
   429  0.9061E+05    -2342.5032    -2342.6041      0.4341  0.3735E+11  0.8239E-10  0.1966E-06      290861      386639      516834      738538
   430  0.9072E+05    -2342.6041    -2342.5032      0.5351  0.1560E+11  0.1896E-10  0.1967E-06       41609      738538      516834      386639
   431  0.9073E+05    -2342.5032    -2342.6041      0.4341  0.3735E+11  0.3078E-11  0.1967E-06      290861      386639      516834      738538
   432  0.9084E+05    -2342.6041    -2342.5032      0.5351  0.1560E+11  0.3335E-10  0.1967E-06       41609      738538      516834      386639
   433  0.9085E+05    -2342.5032    -2342.6041      0.4341  0.3735E+11  0.1599E-10  0.1967E-06      290861      386639      516834      738538
   434  0.9097E+05    -2342.6041    -2342.3858      0.5862  0.1560E+11  0.7794E-10  0.1968E-06       25256      209636       13379      901410
   435  0.9098E+05    -2342.3858    -2342.6041      0.3678  0.8887E+11  0.5964E-11  0.1968E-06      683034      901410       13379      209636
   436  0.9109E+05    -2342.6041    -2342.5032      0.5351  0.1560E+11  0.1416E-10  0.1968E-06       41609      738538     1010215      386639
   437  0.9110E+05    -2342.5032    -2342.6041      0.4341  0.3735E+11  0.1756E-10  0.1968E-06      290861      386639      516834      738538
   438  0.9121E+05    -2342.6041    -2342.5032      0.5351  0.1560E+11  0.5042E-10  0.1969E-06       41609      738538      516834      386639
   439  0.9122E+05    -2342.5032    -2342.6041      0.4341  0.3735E+11  0.6209E-10  0.1969E-06      290861      386639      516834      738538
   440  0.9133E+05    -2342.6041    -2342.5032      0.5351  0.1560E+11  0.3155E-10  0.1970E-06       41609      738538      516834      386639
   441  0.9134E+05    -2342.5032    -2342.6041      0.4341  0.3735E+11  0.3574E-10  0.1970E-06      290861      386639      516834      738538
   442  0.9146E+05    -2342.6041    -2342.5032      0.5351  0.1560E+11  0.3910E-10  0.1970E-06       41609      738538      516834      386639
   443  0.9147E+05    -2342.5032    -2342.6041      0.4341  0.3735E+11  0.7581E-11  0.1971E-06      290861      386639      516834      738538
   444  0.9159E+05    -2342.6041    -2342.5032      0.5351  0.1560E+11  0.1017E-10  0.1971E-06       41609      738538      516834      386639
   445  0.9159E+05    -2342.5032    -2342.6041      0.4341  0.3735E+11  0.1750E-10  0.1971E-06      290861      386639      516834      738538
   446  0.9171E+05    -2342.6041    -2342.3858      0.5862  0.1560E+11  0.1260E-10  0.1971E-06       25256      209636       13379      901410
   447  0.9172E+05    -2342.3858    -2342.6041      0.3678  0.8887E+11  0.3151E-11  0.1971E-06      683034      901410       13379      209636
   448  0.9183E+05    -2342.6041    -2342.3858      0.5862  0.1560E+11  0.2390E-10  0.1971E-06       25256      209636       13379      901410
   449  0.9184E+05    -2342.3858    -2342.6041      0.3678  0.8887E+11  0.6697E-11  0.1971E-06      683034      901410       13379      209636
   450  0.9195E+05    -2342.6041    -2342.5032      0.5351  0.1560E+11  0.1183E-10  0.1971E-06       41609      738538     1010215      386639
   451  0.9196E+05    -2342.5032    -2342.6041      0.4341  0.3735E+11  0.3015E-11  0.1971E-06      290861      386639      516834      738538
   452  0.9207E+05    -2342.6041    -2342.5032      0.5351  0.1560E+11  0.1121E-11  0.1971E-06       41609      738538      516834      386639
   453  0.9209E+05    -2342.5032    -2342.6041      0.4341  0.3735E+11  0.3168E-11  0.1971E-06      290861      386639      516834      738538
   454  0.9221E+05    -2342.6041    -2342.5032      0.5351  0.1560E+11  0.4255E-10  0.1972E-06       41609      738538      516834      386639
   455  0.9222E+05    -2342.5032    -2342.6041      0.4341  0.3735E+11  0.5290E-10  0.1972E-06      290861      386639      516834      738538
   456  0.9233E+05    -2342.6041    -2342.5032      0.5351  0.1560E+11  0.3868E-10  0.1973E-06       41609      738538      516834      386639
   457  0.9234E+05    -2342.5032    -2342.6041      0.4341  0.3735E+11  0.1194E-09  0.1974E-06      290861      386639      516834      738538
   458  0.9245E+05    -2342.6041    -2342.5032      0.5351  0.1560E+11  0.1329E-10  0.1974E-06       41609      738538      516834      386639
   459  0.9246E+05    -2342.5032    -2342.6041      0.4341  0.3735E+11  0.1180E-10  0.1974E-06      290861      386639      516834      738538
   460  0.9257E+05    -2342.6041    -2342.3858      0.5862  0.1560E+11  0.2544E-11  0.1974E-06       25256      209636       13379      901410
   461  0.9258E+05    -2342.3858    -2342.6041      0.3678  0.8887E+11  0.8680E-11  0.1974E-06      683034      901410       13379      209636
   462  0.9269E+05    -2342.6041    -2342.5032      0.5351  0.1560E+11  0.1942E-10  0.1975E-06       41609      738538     1010215      386639
   463  0.9270E+05    -2342.5032    -2342.6041      0.4341  0.3735E+11  0.2328E-10  0.1975E-06      290861      386639      516834      738538
   464  0.9283E+05    -2342.6041    -2342.3858      0.5862  0.1560E+11  0.1126E-09  0.1976E-06       25256      209636       13379      901410
   465  0.9284E+05    -2342.3858    -2342.6041      0.3678  0.8887E+11  0.1208E-10  0.1976E-06      683034      901410       13379      209636
   466  0.9295E+05    -2342.6041    -2342.3858      0.5862  0.1560E+11  0.3639E-10  0.1976E-06       25256      209636       13379      901410
   467  0.9296E+05    -2342.3858    -2342.6041      0.3678  0.8887E+11  0.1102E-10  0.1976E-06      683034      901410       13379      209636
   468  0.9307E+05    -2342.6041    -2342.5032      0.5351  0.1560E+11  0.6784E-10  0.1977E-06       41609      738538     1010215      386639
   469  0.9308E+05    -2342.5032    -2342.6041      0.4341  0.3735E+11  0.1647E-10  0.1977E-06      290861      386639      516834      738538
   470  0.9320E+05    -2342.6041    -2342.3858      0.5862  0.1560E+11  0.2175E-10  0.1978E-06       25256      209636       13379      901410
   471  0.9321E+05    -2342.3858    -2342.6041      0.3678  0.8887E+11  0.3463E-11  0.1978E-06      683034      901410       13379      209636
   472  0.9333E+05    -2342.6041    -2342.5032      0.5351  0.1560E+11  0.7830E-10  0.1978E-06       41609      738538     1010215      386639
   473  0.9334E+05    -2342.5032    -2342.6041      0.4341  0.3735E+11  0.1473E-10  0.1979E-06      290861      386639      516834      738538
   474  0.9345E+05    -2342.6041    -2342.5032      0.5351  0.1560E+11  0.7235E-10  0.1979E-06       41609      738538      516834      386639
   475  0.9346E+05    -2342.5032    -2342.6041      0.4341  0.3735E+11  0.1058E-10  0.1979E-06      290861      386639      516834      738538
   476  0.9357E+05    -2342.6041    -2342.3858      0.5862  0.1560E+11  0.1353E-10  0.1979E-06       25256      209636       13379      901410
   477  0.9358E+05    -2342.3858    -2342.1760      0.6778  0.8887E+11  0.3193E-11  0.1980E-06     1275244      673057      303237      970577
   478  0.9420E+05    -2342.1760    -2342.3858      0.4679  0.2454E+11  0.8520E-11  0.1980E-06      655209      970577      303237      673057
   479  0.9421E+05    -2342.3858    -2342.6041      0.3674  0.8939E+11  0.1216E-10  0.1980E-06      683034      901410       13379      209636
   480  0.9433E+05    -2342.6041    -2342.5032      0.5350  0.1564E+11  0.7058E-10  0.1980E-06       41609      738538     1010215      386639
   481  0.9434E+05    -2342.5032    -2342.6041      0.4341  0.3738E+11  0.1603E-10  0.1981E-06      290861      386639      516834      738538
   482  0.9445E+05    -2342.6041    -2342.5032      0.5350  0.1561E+11  0.3564E-10  0.1981E-06       41609      738538      516834      386639
   483  0.9446E+05    -2342.5032    -2342.6041      0.4341  0.3738E+11  0.3270E-10  0.1981E-06      290861      386639      516834      738538
   484  0.9457E+05    -2342.6041    -2342.3858      0.5861  0.1561E+11  0.9755E-10  0.1982E-06       25256      209636       13379      901410
   485  0.9458E+05    -2342.3858    -2342.6041      0.3678  0.8889E+11  0.1661E-10  0.1982E-06      683034      901410       13379      209636
   486  0.9469E+05    -2342.6041    -2342.3858      0.5861  0.1561E+11  0.1629E-10  0.1983E-06       25256      209636       13379      901410
   487  0.9470E+05    -2342.3858    -2342.6041      0.3678  0.8889E+11  0.2236E-11  0.1983E-06      683034      901410       13379      209636
   488  0.9481E+05    -2342.6041    -2342.5032      0.5350  0.1561E+11  0.3977E-11  0.1983E-06       41609      738538     1010215      386639
   489  0.9482E+05    -2342.5032    -2342.6041      0.4341  0.3737E+11  0.1386E-10  0.1983E-06      290861      386639      516834      738538
   490  0.9495E+05    -2342.6041    -2342.3858      0.5861  0.1561E+11  0.1252E-10  0.1983E-06       25256      209636       13379      901410
   491  0.9496E+05    -2342.3858    -2342.6041      0.3678  0.8889E+11  0.1492E-10  0.1983E-06      683034      901410       13379      209636
   492  0.9507E+05    -2342.6041    -2342.3858      0.5861  0.1561E+11  0.5782E-10  0.1984E-06       25256      209636       13379      901410
   493  0.9508E+05    -2342.3858    -2342.6041      0.3678  0.8889E+11  0.4092E-11  0.1984E-06      683034      901410       13379      209636
   494  0.9520E+05    -2342.6041    -2342.5032      0.5350  0.1561E+11  0.2564E-10  0.1984E-06       41609      738538     1010215      386639
   495  0.9520E+05    -2342.5032    -2342.6041      0.4341  0.3738E+11  0.1513E-11  0.1984E-06      290861      386639      516834      738538
   496  0.9532E+05    -2342.6041    -2342.5032      0.5350  0.1561E+11  0.3873E-10  0.1984E-06       41609      738538      516834      386639
   497  0.9534E+05    -2342.5032    -2342.6041      0.4341  0.3738E+11  0.1852E-10  0.1984E-06      290861      386639      516834      738538
   498  0.9545E+05    -2342.6041    -2342.5032      0.5350  0.1561E+11  0.4248E-11  0.1985E-06       41609      738538      516834      386639
   499  0.9547E+05    -2342.5032    -2342.6041      0.4341  0.3738E+11  0.1344E-10  0.1985E-06      290861      386639      516834      738538
   500  0.9558E+05    -2342.6041    -2342.5032      0.5350  0.1561E+11  0.4644E-10  0.1985E-06       41609      738538      516834      386639
